bank_name,txn_id,amount,hour,day_of_week,is_weekend,device_risk_score,location_risk_score,user_behavior_score,outcome
HDFC SAVINGS,TXN4638441,37910.0,14,2,0,0.6537061048017107,0.03332879497625596,0.4140671665768363,1
ICICI CURR,TXN812060,93393.0,19,5,1,0.9242032957557719,0.8664979033316035,0.2511782117338426,0
UNKNOWN,TXN5898005,0.0,16,1,0,0.05538853457805282,0.3489161951764336,0.6208040852687936,0
HDFC SAVINGS,TXN2426248,57233.0,5,4,0,0.9461571217889425,0.9158530999417525,0.40604493248268825,1
HDFC SAVI,TXN4210583,47502.0,5,2,0,0.9724066947103174,0.23299698805295255,0.8180615602722586,0
ICICI CURRENT,ABC6190409,94427.0,10,6,1,0.5554104961192942,0.9291172188704507,0.7130768953789479,0
BOB SAVINGS,TXN9438897,66713.0,0,3,0,0.6076842404512697,0.4640740198118182,0.6427404266726113,0
SBI SAVINGS,TXN8980449,45282.0,19,0,0,0.42511689891179716,0.8043585113363324,0.0893195211837623,1
BOB SAVINGS,TXN9209409,75570.0,23,0,0,0.46009825795491854,0.43428351822015165,0.6925876396716318,0
KOTAK SAVINGS,TXN-8785464,37516.0,18,3,0,0.6697758460373637,0.6503411692644334,0.4208249528677942,0
UNKNOWN,TXN2081736,28856.0,3,0,0,0.8108609695187914,0.43426816106367105,0.3411800546003557,0
AXIS SAVINGS,TXN7991943,-100.0,18,5,1,0.3901164772942681,0.8014416946695064,0.5251589587779172,0
SBI SAVINGS,TXN8682390,68839.0,8,0,0,0.8854623967538369,0.26611211619992337,0.39578478197389366,1
ICICI CURRENT,TXN567,47912.0,18,1,0,0.3930731984648116,0.364094858544017,0.26436428468582585,0
ICICI CURRENT,TXN9973947,62042.0,16,6,1,0.8753402870362015,0.40482580849570726,0.27584031306871415,1
KOTAK SAVINGS,TXN156,79708.0,6,5,1,0.1750501344334564,0.8478382192736854,0.8719809225426152,0
SBI SAVINGS,TXN4055867,150000.0,16,2,0,0.21058389408264444,0.32550216532688936,0.021165447612074284,0
AXIS SAVINGS,TXN9044132,95382.0,13,3,0,0.9796901033910379,0.30942558585715474,0.7574142789089233,1
KOTAK SAVINGS,TXN4187040,87984.0,21,6,1,0.4145548858612267,0.6151899306589599,0.7149231264211244,1
ICICI CURRENT,TXN672,60801.0,11,3,0,0.949720990710571,0.9072777499272165,0.08646597509965404,0
ICICI CURRENT,TXN-385160,-100.0,10,4,0,0.47848239575287144,0.019038967529248496,0.29739777315772353,0
ICICI CURRENT,TXN2452891,34350.0,21,6,1,0.23060304333503467,0.09791222568414348,0.4788225545308036,1
BOB SAVINGS,TXN799583,12046.0,10,3,0,0.19389591438337883,0.5103072642112257,0.4440166304226807,0
ICICI CURRENT,ABC5978445,70205.0,7,3,0,0.4418924919666505,0.6420532476558896,0.500831266286602,0
UNKNOWN,TXN5900005,3660.0,17,2,0,0.7849393484845681,0.09314050904487658,0.8824931274191465,0
HDFC SAVINGS,TXN233,50210.0,6,1,0,0.9426071398153262,0.7061603231238601,0.26189973560007396,0
HDFC SAVINGS,TXN2397459,93746.0,6,2,0,0.17950140529100145,0.7627705545376954,0.24878454380136072,1
ICICI CURRENT,TXN5255172,0.0,13,1,0,0.28744559739058506,0.3279195513714498,0.4238747434344645,0
KOTAK SAVINGS,TXN9483918,88893.0,2,6,1,0.9758913181991988,0.674610944657764,0.3651383682587295,1
ICICI CURRENT,TXN5342178,68150.0,7,4,0,0.8025719052950282,0.5327033070517114,0.39170853081477264,1
ICICI CURRENT,ABC6504601,42957.0,17,2,0,0.20602737192094267,0.41619250767480453,0.3116094152991379,0
SBI SAVINGS,TXN115,25475.0,16,2,0,0.2327401473908277,0.6553388051372216,0.46882052444823186,0
KOTAK SAVINGS,TXN3675538,69876.0,2,1,0,0.30539300007538384,0.609392716379723,0.7828092360528053,1
ICICI CURR,TXN5481489,54033.0,20,4,0,0.7989131677858531,0.9731532931452528,0.1812282891837701,0
HDFC SAVI,TXN8553866,76186.0,7,5,1,0.957427593844047,0.8791994913702221,0.30925847453276134,0
ICICI CURRENT,TXN9494357,58088.0,13,2,0,0.9112821722034727,0.3873437396580346,0.3483875111152135,1
KOTAK SAVINGS,TXN2759379,64423.0,16,0,0,0.8287917053001957,0.4105994216897745,0.6579745752652119,1
AXIS SAVINGS,TXN8747968,13273.0,20,0,0,0.8240992896335071,0.1691375933224738,0.3922202286020279,1
UNKNOWN,TXN569456,15267.0,4,1,0,0.30839045600138393,0.8468357797510054,0.5053394118959187,0
KOTAK SAVINGS,TXN3035763,29513.0,11,5,1,0.3691629425960775,0.7780636250592335,0.22468204906314926,1
KOTAK SAVINGS,TXN-7834241,45389.0,2,4,0,0.14774857841411426,0.7558381253766747,0.5489826490248694,0
ICICI CURRENT,TXN820065,27630.0,14,1,0,0.2202861677467326,0.7529810739761967,0.30346098463320115,1
ICICI CURRENT,TXN4759767,61265.0,11,1,0,0.9066910055171753,0.8983590189198619,0.20390688409603486,1
AXIS SAVINGS,TXN3297332,500000.0,1,1,0,0.8776241393625299,0.8310037923778495,0.253838481741128,0
AXIS SAVINGS,TXN2948137,29673.0,9,6,1,0.534959915933831,0.39438709974164066,0.914548079101156,1
ICICI CURR,TXN1646033,23939.0,6,0,0,0.17981556998102377,0.8028775378898347,0.5795014416659242,0
UNKNOWN,TXN3818869,0.0,10,1,0,0.18897520137079193,0.7694054009097161,0.34756512259591776,0
ICICI CURRENT,TXN849,12855.0,21,6,1,0.29339047614162816,0.24215600951474148,0.32429695864640495,0
UNKNOWN,TXN4608651,79073.0,8,6,1,0.5517615591668783,0.10482622712066514,0.28840693194913525,0
BOB SAVINGS,TXN2944466,83893.0,6,4,0,0.7785732659579123,0.4999210274112006,0.21268722551237518,0
AXIS SAVINGS,TXN3097629,75172.0,20,6,1,0.5931073576836771,0.5385367687674237,0.9983848800081085,1
ICICI CURRENT,TXN230,31456.0,20,0,0,0.9916595457479623,0.22098172333318078,0.375756378506912,0
KOTAK SAVINGS,ABC2063276,50375.0,6,3,0,0.8714836834566128,0.4036651615000205,0.8145034814951627,0
KOTAK SAVINGS,TXN4644530,88623.0,15,6,1,0.5832957966100135,0.17516616415078667,0.34049208652853424,1
AXIS SAVINGS,TXN7289914,9487.0,19,6,1,0.8836037445630863,0.41615045609760726,0.3460262840267472,1
HDFC SAVINGS,TXN6176836,84979.0,1,3,0,0.8166083513547164,0.2826548321636766,0.29908871724384667,1
SBI SAVINGS,TXN4433978,500000.0,22,6,1,0.4359599891287641,0.38654225017280064,0.19192180809081538,0
ICICI CURR,TXN667,84902.0,2,3,0,0.7618509761288986,0.958186792985869,0.5774793323280235,0
HDFC SAVINGS,TXN3510359,92595.0,17,4,0,0.08110244101397857,0.7655166790702365,0.3915616034079147,1
ICICI CURRENT,TXN2498849,6814.0,14,1,0,0.14499576556446048,0.5546214091286116,0.6785052268267442,1
HDFC SAVINGS,TXN3223252,28695.0,9,2,0,0.6819337831955757,0.6188909120156943,0.30894854036555697,1
HDFC SAVINGS,TXN2773818,0.0,10,0,0,0.8761443499618431,0.5270393249175989,0.08987047068933995,0
HDFC SAVINGS,TXN1862023,5774.0,7,3,0,0.135240785624556,0.2508398597217145,0.6822824046021103,1
AXIS SAVINGS,TXN9454203,97736.0,14,3,0,0.8875290560107212,0.1730690417634161,0.3294961242526443,1
HDFC SAVI,TXN1154215,20581.0,0,6,1,0.3538804064636101,0.46053662183697563,0.6530872509563752,0
ICICI CURRENT,TXN-1471507,14975.0,8,5,1,0.25914819865920014,0.9260010047060467,0.9309703884986641,0
SBI SAVINGS,TXN1334543,0.0,10,0,0,0.8533207031183675,0.5348862699570007,0.41559180410590846,0
AXIS SAVINGS,TXN692109,11431.0,1,6,1,0.30152040388863677,0.7800260645738896,0.5254120709540063,1
BOB SAVINGS,TXN8564812,9093.0,7,1,0,0.11652554069931698,0.6147843588350356,0.3977932147528124,0
ICICI CURRENT,TXN1891881,71636.0,5,0,0,0.7116807696613873,0.8266109663519666,0.9266635593944696,1
AXIS SAVINGS,TXN2113850,93372.0,17,2,0,0.6438739470163355,0.8134255606523169,0.905067051638083,1
KOTAK SAVINGS,TXN3362059,95540.0,4,0,0,0.7700370236912191,0.5983894641678092,0.021798509263329602,1
SBI SAVINGS,TXN8572968,47134.0,6,5,1,0.5148847454329807,0.21714168829285485,0.7325773792579889,1
ICICI CURRENT,TXN7129713,67174.0,14,5,1,0.2701556392312682,0.09420106800215067,0.5925863574311031,1
HDFC SAVINGS,TXN5640190,3467.0,14,5,1,0.1925976832614592,0.762267022537447,0.06102771143241992,1
UNKNOWN,TXN9098505,41167.0,12,6,1,0.3290612849645498,0.26513840370804287,0.9256512069332595,0
SBI SAVINGS,TXN3457648,91510.0,23,6,1,0.6936495143896548,0.40658540996580916,0.7819675630706586,1
AXIS SAVINGS,TXN3198172,62964.0,21,0,0,0.739610887400768,0.05678073925630689,0.7314219473614328,1
KOTAK SAVINGS,TXN630571,59787.0,8,2,0,0.732062097069341,0.14876857619040573,0.8545323695857865,1
SBI SAVINGS,ABC5710795,24061.0,11,3,0,0.15012039581332148,0.3489998922525881,0.5652868883480303,0
KOTAK SAVINGS,TXN-7940774,46114.0,18,1,0,0.4987393308123381,0.7024995732190771,0.7718631310005108,0
AXIS SAVINGS,TXN4472557,12102.0,7,0,0,0.6771159717815929,0.6481104088762915,0.05890251521197798,1
SBI SAVING,TXN5732186,0.0,19,5,1,0.03749866046717287,0.6432130030224263,0.5173471873630755,0
AXIS SAVINGS,8422471,92349.0,14,2,0,0.04328248950118074,0.2528368312264049,0.06765773649141082,0
HDFC SAVINGS,ABC478198,72744.0,22,3,0,0.7683152979282216,0.8673892719798871,0.34083727435029676,0
AXIS SAVINGS,TXN5399416,85109.0,21,3,0,0.14579251459989573,0.7384833029998428,0.6656475539671354,1
HDFC SAVINGS,TXN5418827,150000.0,11,0,0,0.753558584739126,0.17944866288060435,0.935521285464403,0
SBI SAVINGS,TXN3806121,37826.0,23,4,0,0.5785964696795464,0.2400335843743302,0.7973753747701804,1
ICICI CURRENT,TXN3314919,96666.0,5,0,0,0.3904524153609902,0.3082623084654311,0.7246210386587307,1
ICICI CURRENT,ABC741144,50314.0,1,0,0,0.5164098461734441,0.6672390301801697,0.19336586533709532,0
AXIS SAVINGS,TXN-3567549,22524.0,6,0,0,0.7069844180285014,0.25834453317045414,0.7806495417715702,0
BOB SAVINGS,TXN2898526,60313.0,8,4,0,0.7712513528390406,0.37007811705731697,0.39685747415404193,0
HDFC SAVINGS,9525335,33972.0,7,3,0,0.6125504091988049,0.8313376624805094,0.5037650032374411,0
KOTAK SAVINGS,TXN-2483999,65556.0,22,5,1,0.631697592823107,0.9473678255108501,0.17025488272214617,0
KOTAK SAVINGS,TXN7362711,4888.0,3,2,0,0.7578239940304546,0.39211339045751836,0.33061310936123356,1
SBI SAVING,TXN5611494,70298.0,3,5,1,0.16551091656024897,0.7040332214896534,0.13998003121109093,0
SBI SAVINGS,TXN-6697980,99900.0,10,4,0,0.7364520537055205,0.5648986859407367,0.19452901157905123,0
HDFC SAVINGS,TXN5583019,27713.0,17,6,1,0.3390700861189464,0.5131225628054579,0.6378441798877269,1
ICICI CURRENT,TXN9423319,37986.0,14,2,0,0.8879852990466668,0.6328293130546117,0.7226208749885401,1
KOTAK SAVINGS,TXN8598558,0.0,12,5,1,0.10511567829893342,0.09692845044093246,0.7935269516744836,0
HDFC SAVINGS,TXN9983190,44328.0,20,6,1,0.45226101007524055,0.37924889064108236,0.9735795542016493,1
SBI SAVINGS,TXN9395893,5000.0,2,0,0,0.062117900859970154,0.6298134371601777,0.21867421791594077,1
AXIS SAVINGS,TXN7300215,30323.0,20,1,0,0.6574510085441396,0.11636660392283249,0.8285168269217678,1
KOTAK SAVINGS,TXN1383173,14332.0,22,1,0,0.6252630275433342,0.08773466438089184,0.33874879563944216,1
KOTAK SAVINGS,TXN6806691,10999.0,1,4,0,0.25820439283705,0.22244295579410267,0.15881589617356784,1
ICICI CURR,TXN5452153,48478.0,11,6,1,0.27074700518197137,0.6674931477734759,0.04772198370024938,0
AXIS SAVINGS,TXN8549441,16722.0,11,1,0,0.3700273640635512,0.1997001934391226,0.28669794347209054,1
KOTAK SAVINGS,TXN955377,67086.0,13,3,0,0.38214596688876834,0.07663787515457876,0.5964455895078639,1
UNKNOWN,TXN3874719,27570.0,6,1,0,0.6684395799684687,0.15723091669949463,0.6476018019189457,0
KOTAK SAVINGS,TXN2977341,84372.0,3,1,0,0.5938250989731627,0.2834422394537497,0.6694843608080722,1
ICICI CURRENT,TXN851149,0.0,12,5,1,0.6345588566907985,0.32795493047959023,0.2750492885923935,0
ICICI CURRENT,TXN3121648,150000.0,17,4,0,0.8559886171264495,0.3345063629985069,0.29644099227541565,0
HDFC SAVINGS,TXN9203935,500000.0,0,0,0,0.3197544499127265,0.7468271754630709,0.7335807888859381,0
BOB SAVINGS,9465028,6746.0,23,2,0,0.023338682830647106,0.06008835274328461,0.6779079397348445,0
HDFC SAVINGS,TXN986,28607.0,9,2,0,0.8084904541911344,0.7829656628006328,0.4145385128512583,0
AXIS SAVINGS,TXN797862,44007.0,10,5,1,0.9289382545737919,0.0761706618919249,0.5496975549614926,1
HDFC SAVINGS,TXN4773313,91589.0,9,3,0,0.5259602673341172,0.32365809280532576,0.5814561120889558,1
HDFC SAVINGS,TXN2420430,41061.0,22,2,0,0.6687061692543477,0.7543685416046456,0.43414612865822866,1
AXIS SAVINGS,TXN8973231,21955.0,21,3,0,0.4594293183925311,0.9643528966401658,0.7373548100248611,1
HDFC SAVI,TXN9013619,73812.0,3,5,1,0.7262257046938908,0.039183782011250834,0.5309437310723647,0
ICICI CURRENT,TXN2221879,19883.0,8,4,0,0.6098143873842544,0.8472141089530826,0.802022577956785,1
KOTAK SAVINGS,TXN1242634,39520.0,17,0,0,0.025361777160728183,0.00952335561395612,0.2912492544816697,1
HDFC SAVINGS,TXN-4890842,84369.0,13,0,0,0.05052997543796711,0.7821595192204462,0.5018786412518581,0
HDFC SAVINGS,TXN1626380,41659.0,16,1,0,0.9493254850103559,0.5826852520707054,0.1025863697642383,1
SBI SAVINGS,ABC7304135,64807.0,7,6,1,0.6617073908499546,0.30023094756287705,0.4327863113504118,0
AXIS SAVINGS,TXN3996427,64009.0,5,4,0,0.12496861815183347,0.9561845674765054,0.7640867829913307,1
UNKNOWN,TXN120,98618.0,9,3,0,0.3547516439823354,0.9260395590824988,0.8488873295859058,0
SBI SAVINGS,TXN2126029,3780.0,22,6,1,0.17013379814534269,0.5148799199722609,0.08471849688008526,1
AXIS SAVINGS,TXN9752405,26126.0,22,1,0,0.1967090452204412,0.0006747294865960818,0.3657612593927376,1
HDFC SAVI,TXN7999478,93948.0,12,2,0,0.5409420849120551,0.8509388412331164,0.8074854352900137,0
KOTAK SAVINGS,TXN747581,53131.0,21,5,1,0.9176214699566588,0.9465955914982225,0.1677992671631584,1
AXIS SAVINGS,TXN7527207,46936.0,13,1,0,0.03972120185176897,0.27979487585140284,0.05708610123798108,1
ICICI CURRENT,TXN9499292,24526.0,2,5,1,0.652924184944178,0.9705448002654883,0.17583871981001864,1
AXIS SAVINGS,TXN9881304,18954.0,20,0,0,0.2928915892038887,0.09212260814607354,0.4300118011540973,1
HDFC SAVINGS,TXN2592904,83278.0,23,2,0,0.5065893737902599,0.7805964928940133,0.6999801201768913,1
UNKNOWN,TXN9898774,94940.0,22,2,0,0.8268016663758642,0.16434779291601287,0.000849109621718136,0
SBI SAVING,ABC4174336,13269.0,12,6,1,0.42294561005667997,0.5986590554864937,0.5244253117420254,0
ICICI CURRENT,TXN2247572,24772.0,19,1,0,0.4727810301110631,0.8954265836686286,0.022440627895591092,1
SBI SAVINGS,TXN9463140,42090.0,23,0,0,0.7813126284286044,0.829838845023225,0.9944639698960014,1
HDFC SAVINGS,TXN4477213,81809.0,4,5,1,0.6089330209896426,0.4184999704668394,0.15257557330953142,1
ICICI CURRENT,TXN2275483,15654.0,1,2,0,0.41772012205357356,0.5575049763948082,0.1260146760282952,1
ICICI CURRENT,TXN5622215,97445.0,4,0,0,0.8967618462562682,0.9909321629465542,0.38378477041229797,1
SBI SAVINGS,ABC825800,150000.0,9,2,0,0.046421385446754004,0.8379000508609878,0.905414813336102,0
SBI SAVINGS,TXN7499321,93992.0,1,1,0,0.7203003332750948,0.8202831250202027,0.666214740146417,1
KOTAK SAVINGS,TXN6389221,74399.0,17,5,1,0.7214819192904628,0.3352196723435007,0.06679606305534802,1
KOTAK SAVINGS,TXN3141591,62231.0,12,4,0,0.7465308668189244,0.1476666111414876,0.8251161619793714,1
KOTAK SAVINGS,TXN5037027,53533.0,12,3,0,0.017693161136770774,0.6347445187232444,0.665386623785032,1
AXIS SAVINGS,TXN7109235,95981.0,8,1,0,0.6707721905902234,0.9518082859355522,0.4147968443881781,1
BOB SAVINGS,TXN930,8770.0,3,3,0,0.23946310081659306,0.5958485944970862,0.5542349244493292,0
AXIS SAVINGS,TXN895,94965.0,18,0,0,0.3257973947456252,0.815142317187638,0.40168607056576877,0
ICICI CURRENT,TXN1251219,24811.0,8,6,1,0.26476271303273646,0.7063876345584273,0.8548111563172811,1
ICICI CURRENT,TXN1305159,25395.0,15,5,1,0.7530961246340027,0.5891636123824232,0.23309560015654174,1
SBI SAVINGS,TXN7356963,73928.0,17,6,1,0.681474906378319,0.7805867126366647,0.44776583496406874,1
KOTAK SAVINGS,TXN7305449,500000.0,22,4,0,0.765993010266275,0.8154662974069145,0.031083810722495997,0
SBI SAVINGS,2264271,11503.0,1,3,0,0.9334399892402595,0.8809199954597525,0.1991471165201164,0
KOTAK SAVINGS,ABC2570429,17332.0,4,4,0,0.3464988895203196,0.8785904243758396,0.02180706251510678,0
KOTAK SAVINGS,TXN6008504,67679.0,20,5,1,0.014460845753810903,0.07742915050030497,0.5814842882046417,1
BOB SAVINGS,TXN2270068,36789.0,2,3,0,0.10096381124120113,0.8646363729610499,0.026289848880722944,0
BOB SAVINGS,TXN280482,95726.0,23,4,0,0.18469377674232612,0.3082670029862493,0.48684857510347335,0
KOTAK SAVINGS,TXN8906708,44313.0,1,5,1,0.5977500368856608,0.9298052521102582,0.9239831993909312,1
ICICI CURRENT,TXN-821351,150000.0,3,2,0,0.06666076327786896,0.3894511784919237,0.6696511223036099,0
SBI SAVINGS,TXN5238841,70045.0,10,6,1,0.9828934014843861,0.7970637570039121,0.673555058769569,1
SBI SAVING,TXN7299404,33103.0,21,3,0,0.9048521018001294,0.6022001233327833,0.05230685350968567,0
AXIS SAVINGS,TXN6546400,4653.0,18,4,0,0.462648367114872,0.4064817003150123,0.463396646606,1
HDFC SAVINGS,TXN9858550,38106.0,2,6,1,0.7575507950822903,0.7446338072685457,0.019901435400606737,1
SBI SAVING,TXN8527820,75339.0,19,3,0,0.5988499363061168,0.9673755319781978,0.8770165616176712,0
ICICI CURRENT,TXN1455572,98757.0,21,0,0,0.7703412394526786,0.7184162052263006,0.7417190058665551,1
ICICI CURRENT,TXN4121490,71900.0,15,6,1,0.21840184971911902,0.05806004460875369,0.9251282008634586,1
UNKNOWN,TXN7755849,67656.0,1,1,0,0.7548755467771248,0.5543847058315099,0.9382854151526105,0
ICICI CURR,TXN8671827,500000.0,15,5,1,0.9091742987396809,0.9041404723322756,0.8308462829083816,0
ICICI CURRENT,TXN5564984,25242.0,5,5,1,0.9068107423588597,0.7161978304673624,0.28375776809249476,1
KOTAK SAVINGS,TXN9505503,95609.0,12,4,0,0.24931486641109024,0.34514391938955236,0.6361362537110267,1
AXIS SAVINGS,TXN2001756,64078.0,18,0,0,0.6346856143672023,0.9573183659853621,0.6521691270917569,1
UNKNOWN,TXN4514067,83993.0,18,5,1,0.34612615256615364,0.07884651827199662,0.26548020453967924,0
HDFC SAVINGS,TXN5351412,33502.0,18,5,1,0.8137385606288366,0.9803784690587429,0.7738033312474814,1
HDFC SAVINGS,TXN5316415,83340.0,5,4,0,0.19670215177343742,0.13458913381796322,0.6009296006037103,1
SBI SAVINGS,TXN6904795,16653.0,13,4,0,0.6325719807953342,0.43071083560934686,0.12620898391119417,1
HDFC SAVINGS,TXN4241547,27974.0,5,6,1,0.38736258382135125,0.9471191882470805,0.20131445093163536,1
ICICI CURRENT,TXN6469647,81853.0,7,4,0,0.32164083464839854,0.06142943877810425,0.701372113102662,1
ICICI CURRENT,TXN8313140,56681.0,20,3,0,0.7744808872846787,0.2084532456294853,0.41247614818957345,1
ICICI CURRENT,TXN3105503,85734.0,8,0,0,0.7174424079475922,0.9925689042839182,0.4534752480651095,1
SBI SAVINGS,TXN2476554,70187.0,17,3,0,0.857505573360398,0.8647362366118991,0.02568384305614091,1
AXIS SAVINGS,TXN5161121,500000.0,13,6,1,0.9397829464286401,0.39583680875689586,0.4962776590574022,0
KOTAK SAVINGS,TXN9698616,150000.0,21,5,1,0.4412622015063806,0.4929096357818177,0.6619342325659369,0
HDFC SAVINGS,TXN9756515,76710.0,5,4,0,0.9073364316469362,0.18045671678168085,0.0404340955151572,1
ICICI CURRENT,TXN9294431,72407.0,14,2,0,0.17157494376313598,0.5934517391705604,0.7785972795073773,1
HDFC SAVINGS,ABC3600940,19358.0,3,5,1,0.31634928776303217,0.40591434312742125,0.920862091946255,0
ICICI CURRENT,TXN4021775,25420.0,0,5,1,0.08273406343452183,0.5976835025337561,0.8776677629335158,1
ICICI CURRENT,TXN7277546,85179.0,11,3,0,0.27437149509762226,0.821902251647863,0.9869235760523383,1
AXIS SAVINGS,TXN985,93008.0,13,4,0,0.024408178592608243,0.13225359215605248,0.13423205453146714,0
SBI SAVINGS,TXN4577265,1134.0,1,3,0,0.3284593931464067,0.9636057327846216,0.9822210958935474,1
AXIS SAVINGS,TXN689059,68643.0,0,2,0,0.9772513952392784,0.0702159228607262,0.5340089097405041,1
BOB SAVINGS,TXN7854780,51085.0,12,5,1,0.2211056095380688,0.2259153439701591,0.36604712521317817,0
AXIS SAVINGS,TXN4053559,30986.0,10,6,1,0.2779784763841151,0.25501377344295495,0.35743966357383716,1
HDFC SAVINGS,TXN2773373,76720.0,20,0,0,0.012005133368706677,0.058872175089750844,0.6462495018603803,1
SBI SAVINGS,TXN709,0.0,4,4,0,0.5051633885700391,0.894926515139504,0.8797932352384719,0
AXIS SAVINGS,TXN7763670,69881.0,16,2,0,0.8430351646384902,0.3779341063450531,0.8316396259946434,1
SBI SAVINGS,TXN298402,150000.0,12,3,0,0.025158782461582763,0.9558370369750374,0.07093247205258124,0
AXIS SAVINGS,TXN564,500000.0,19,4,0,0.5265984301668132,0.566174541755478,0.17623283815091684,0
AXIS SAVINGS,TXN5297387,13320.0,15,3,0,0.572590914064458,0.042613288370830116,0.6097925772911562,1
ICICI CURRENT,TXN3360209,12989.0,14,2,0,0.20304881010489884,0.7367590901264514,0.8384117226401352,1
SBI SAVINGS,TXN6517553,33728.0,15,1,0,0.6344814959190118,0.769467274634464,0.090658493659171,1
HDFC SAVINGS,TXN5147619,24554.0,10,4,0,0.07375292365782793,0.11180078070082722,0.8051475781557017,1
HDFC SAVINGS,TXN6770384,33127.0,17,1,0,0.9610369280667572,0.9880693122501709,0.9264043950253538,1
BOB SAVINGS,TXN4445808,27809.0,21,4,0,0.5127146241182969,0.3621121809808733,0.8646163648220234,0
AXIS SAVINGS,TXN2289545,74223.0,18,0,0,0.11178429910494203,0.6608657584017463,0.6763768356549122,1
AXIS SAVINGS,6874136,25747.0,9,0,0,0.5272592734711015,0.2910083294708191,0.8139091067848093,0
ICICI CURRENT,TXN4354031,98748.0,21,4,0,0.5807487763069806,0.7998582217528911,0.5288433742187594,1
AXIS SAVINGS,TXN7914805,71037.0,2,2,0,0.6477562995215262,0.5571218983216382,0.38127545526544704,1
HDFC SAVINGS,ABC2792159,8355.0,4,1,0,0.10822042356740535,0.5376776168742563,0.8194635841767315,0
ICICI CURRENT,TXN8123098,0.0,0,3,0,0.5660151831344293,0.2179477967027743,0.5874753103512731,0
HDFC SAVINGS,TXN1664039,23666.0,21,3,0,0.43770000593574876,0.027750597988638437,0.16595449748626168,1
AXIS SAVINGS,TXN1579154,96285.0,12,5,1,0.5998341177615691,0.16153955994728408,0.06139229774216881,1
HDFC SAVI,TXN3716446,37669.0,5,5,1,0.7098997977278731,0.7170272962180809,0.235210724212083,0
SBI SAVINGS,TXN8098437,79375.0,3,1,0,0.6394590861399947,0.639741465720317,0.6710193024834269,1
AXIS SAVINGS,TXN9554900,19532.0,9,0,0,0.6223152523868414,0.42010303140574645,0.876710682659755,1
KOTAK SAVINGS,TXN6234412,85439.0,11,0,0,0.9762574397174211,0.3185582581880835,0.5324802068605884,1
SBI SAVINGS,TXN724959,82826.0,8,3,0,0.6921862883801171,0.8189763180165999,0.7409144612371809,1
UNKNOWN,TXN2235208,64238.0,15,6,1,0.07392836488661492,0.841595226800382,0.960874356021272,0
AXIS SAVINGS,TXN6827522,40538.0,2,5,1,0.3147846799586652,0.09600100439437653,0.928261520537591,1
UNKNOWN,TXN7752542,62285.0,11,2,0,0.21304674677215862,0.18731374609066742,0.3588727318257262,0
HDFC SAVINGS,TXN8611401,27665.0,6,2,0,0.5695576646779217,0.31855213750310285,0.4179880241888735,1
AXIS SAVINGS,TXN7604368,27006.0,23,3,0,0.37656033156241775,0.5270885849096398,0.7338218870696326,1
ICICI CURRENT,TXN5513865,30289.0,16,3,0,0.11709408113999809,0.25753545024058344,0.3873447316357749,1
SBI SAVINGS,TXN8803324,60539.0,21,6,1,0.7089046080428327,0.05809665399018993,0.05984718972688852,1
SBI SAVINGS,TXN6942434,16239.0,9,3,0,0.43464443931069696,0.6218066978248374,0.8979791599716789,1
AXIS SAVINGS,TXN5598552,57499.0,22,1,0,0.3107359537174299,0.6854512888619886,0.3431472548578066,1
KOTAK SAVINGS,TXN1578983,17911.0,2,4,0,0.14950331558022834,0.509193247457928,0.9280525240687937,1
HDFC SAVINGS,ABC9412857,9641.0,6,4,0,0.29485071690737263,0.6525097736006843,0.0424554357253637,0
SBI SAVINGS,TXN9595496,60866.0,9,0,0,0.7411459846147578,0.25004547625862894,0.2829225024995654,1
ICICI CURR,TXN8933462,77257.0,17,2,0,0.8173803954265935,0.6917430396287367,0.8383972484821333,0
HDFC SAVINGS,TXN3378665,93504.0,1,5,1,0.3873848994693605,0.5900050869605828,0.7781348156863122,1
ICICI CURRENT,TXN8545884,74574.0,2,0,0,0.8489045625556306,0.9236891294005924,0.7001694481563281,1
SBI SAVINGS,TXN4117176,92236.0,18,2,0,0.8238265118132903,0.07977592530942323,0.20727066601845245,1
HDFC SAVINGS,TXN6223370,92686.0,22,6,1,0.8135488124382674,0.9291901365293302,0.19947568511065672,1
ICICI CURRENT,TXN5407638,49963.0,19,0,0,0.22220041307608485,0.7705325470381457,0.6955475844155293,1
HDFC SAVINGS,TXN5294573,62449.0,20,5,1,0.927073532054248,0.5903819190016985,0.8594115270394701,1
SBI SAVING,TXN4162390,2037.0,2,4,0,0.9907569405455549,0.2698615771184859,0.7624409086761038,0
HDFC SAVINGS,ABC996408,95250.0,7,2,0,0.8332134181708034,0.7006642057232902,0.08737691590679075,0
HDFC SAVINGS,TXN612719,86422.0,0,4,0,0.019662589975881772,0.472910946688326,0.7685909587698068,1
SBI SAVING,TXN203250,79269.0,4,5,1,0.16603414566538777,0.15704067510445563,0.2703589138157041,0
ICICI CURRENT,TXN5166094,55510.0,16,4,0,0.17650440908958487,0.09286233431325075,0.2434124320801364,1
HDFC SAVINGS,TXN7177614,14923.0,21,5,1,0.6823484264845198,0.12902889683906837,0.8010878500159087,1
HDFC SAVI,TXN9383752,6687.0,5,1,0,0.70988144660867,0.7118502228763062,0.6411627058451771,0
KOTAK SAVINGS,TXN2655304,150000.0,6,1,0,0.6947575167143729,0.5741555454323672,0.12060882335191625,0
